Gene ID	Gene Name	ERR5873116	ERR5873117	ERR5873118	ERR5873119	ERR5873120	ERR5873121	ERR5873122	ERR5873123
ENSMUSG00000036537	Rnf113a1	11	58	49	13	5	34	15	28
ENSMUSG00000036545	Adamts2	1192	1381	856	1725	334	3138	778	1125
ENSMUSG00000036550	Cnot1	4230	5012	3412	3579	1089	3603	1691	2579
ENSMUSG00000036551	Akap14	4	21	7	6	0	13	0	3
ENSMUSG00000036552	Ermard	449	573	343	307	156	375	182	389
ENSMUSG00000036553	Sh3tc1	318	380	326	478	58	691	226	264
ENSMUSG00000036555	Iqce	535	590	496	569	154	438	236	337
ENSMUSG00000036557	Stpg4	0	0	0	0	0	2	0	0
ENSMUSG00000036560	Lgi4	19	56	34	80	39	103	23	72
ENSMUSG00000036561	Ppp6r2	1281	1494	1550	1564	344	928	575	807
ENSMUSG00000036564	Ndrg4	73	103	66	137	46	219	34	48
ENSMUSG00000036565	Ttyh3	236	398	285	379	66	460	125	137
ENSMUSG00000036568	Bicral	843	961	712	684	248	512	321	507
ENSMUSG00000036570	Fxyd1	100	124	120	121	133	231	67	105
ENSMUSG00000036572	Upf3b	789	920	792	880	203	499	307	581
ENSMUSG00000036574	Tex44	0	0	1	0	0	0	0	0
ENSMUSG00000036578	Fxyd7	3	3	8	0	0	0	1	2
ENSMUSG00000036580	Spart	2535	2336	1708	1687	628	1925	808	1175
ENSMUSG00000036585	Fgf1	601	448	141	436	466	1519	473	436
ENSMUSG00000036586	Grifin	0	0	0	0	0	0	0	0
ENSMUSG00000036587	Fut7	8	4	3	28	7	10	3	5
ENSMUSG00000036591	Arhgap21	2398	2679	2464	2298	553	1601	945	1288
ENSMUSG00000036594	H2-Aa	452	621	1611	2757	181	8749	603	413
ENSMUSG00000036596	Cpz	11	54	18	75	10	132	23	31
ENSMUSG00000036598	Ccdc113	0	0	0	0	0	3	0	2
ENSMUSG00000036599	Chst12	107	84	74	127	12	206	86	116
ENSMUSG00000036602	Alx1	0	0	0	0	0	0	0	0
ENSMUSG00000036606	Plxnb2	4208	5068	4153	4744	796	4989	1258	2122
ENSMUSG00000036611	Eepd1	584	735	418	473	77	775	177	333
ENSMUSG00000036613	Eipr1	189	285	161	309	71	365	123	154
ENSMUSG00000036615	Rfxap	265	213	181	208	53	192	65	156
ENSMUSG00000036617	Etl4	2299	2595	2231	1944	925	2014	1382	2131
ENSMUSG00000036620	Mgat4b	1604	1554	1485	1138	292	727	515	687
ENSMUSG00000036622	Atp13a2	4806	4686	4559	3931	1084	1863	1313	1873
ENSMUSG00000036632	Alg5	1077	1063	1002	868	385	859	461	770
ENSMUSG00000036634	Mag	3	11	7	0	5	46	6	8
ENSMUSG00000036636	Clcn7	822	805	888	1135	228	994	275	327
ENSMUSG00000036639	Nudt1	51	102	60	160	11	82	27	50
ENSMUSG00000036641	Ccdc148	26	77	41	3	18	74	14	39
ENSMUSG00000036644	Tbc1d9b	3135	3173	3058	3323	782	2248	982	1607
ENSMUSG00000036646	Man1b1	1375	1574	1530	1337	303	1564	635	963
ENSMUSG00000036647	Or6b9	0	0	0	0	0	0	0	0
ENSMUSG00000036655	Colec11	4	1	6	0	21	10	1	3
ENSMUSG00000036658	Or2b6	0	0	0	0	0	0	0	0
ENSMUSG00000036661	Dennd3	701	834	552	623	205	339	301	434
ENSMUSG00000036667	Tcaf1	343	499	298	485	235	936	232	388
ENSMUSG00000036672	Cenpt	58	68	41	41	10	70	8	30
ENSMUSG00000036676	Tmtc3	861	889	520	723	530	944	537	851
ENSMUSG00000036678	Aaas	264	258	277	285	64	284	82	153
ENSMUSG00000036686	Cc2d1a	434	631	607	678	164	527	211	324
ENSMUSG00000036687	Tmem184a	2345	1917	1993	1460	574	671	835	1382
ENSMUSG00000036693	Nop14	297	517	641	680	132	429	204	353
ENSMUSG00000036698	Ago2	2593	3210	2856	2508	681	1812	1073	1507
ENSMUSG00000036699	Zcchc12	0	4	1	37	5	1	1	0
ENSMUSG00000036707	Cab39	3476	3424	2607	2561	1873	4400	2070	3321
ENSMUSG00000036712	Cyld	1181	1487	990	1520	607	2076	982	1360
ENSMUSG00000036718	Micall2	34	38	97	60	1	66	26	26
ENSMUSG00000036721	Zscan12	261	401	204	283	119	360	138	286
ENSMUSG00000036731	Cysrt1	7	0	0	0	0	0	0	1
ENSMUSG00000036733	Rbm42	10	4	3	39	1	3	4	5
ENSMUSG00000036737	Oxsr1	681	825	628	652	363	954	414	664
ENSMUSG00000036743	Psma8	1	27	4	4	12	43	4	7
ENSMUSG00000036744	Or2ag2b	0	0	0	0	0	1	0	0
ENSMUSG00000036745	Ttll7	266	369	193	434	213	375	135	271
ENSMUSG00000036748	Cuedc2	334	457	429	596	159	660	197	320
ENSMUSG00000036749	Pramel5	0	0	2	0	0	0	0	1
ENSMUSG00000036751	Cox6b1	1615	1880	1771	2105	679	3016	983	1607
ENSMUSG00000036752	Tubb4b	760	985	821	794	291	1910	626	642
ENSMUSG00000036760	Kcnk9	10	20	2	0	0	4	0	8
ENSMUSG00000036764	Dnajc12	350	365	349	285	146	290	174	229
ENSMUSG00000036766	Dner	0	4	0	0	0	16	2	12
ENSMUSG00000036768	Kif15	142	133	144	282	37	264	155	154
ENSMUSG00000036769	Wdr44	465	478	297	435	298	728	339	549
ENSMUSG00000036770	Stpg3	0	5	4	9	7	0	0	2
ENSMUSG00000036775	Decr2	739	656	635	624	194	608	257	335
ENSMUSG00000036777	Anln	130	193	194	375	37	402	148	192
ENSMUSG00000036779	Tent4b	983	1112	724	593	348	834	467	760
ENSMUSG00000036781	Rps27l	3243	3153	2398	1971	2325	4392	2694	4975
ENSMUSG00000036782	Klhl13	284	345	153	268	164	893	184	333
ENSMUSG00000036790	Slitrk2	0	0	0	0	0	18	0	0
ENSMUSG00000036792	Mbd5	732	965	597	709	299	808	514	710
ENSMUSG00000036800	Fam135b	2	11	1	9	4	9	3	19
ENSMUSG00000036805	Noxa1	1494	1834	436	862	26	699	183	177
ENSMUSG00000036810	Cnep1r1	365	319	230	332	265	725	318	438
ENSMUSG00000036813	Entpd8	124	187	73	180	3	44	51	44
ENSMUSG00000036814	Slc6a20a	11	4	3	20	0	0	0	4
ENSMUSG00000036815	Dpp10	3	23	20	6	34	20	20	17
ENSMUSG00000036816	Atoh7	0	1	2	0	4	3	5	0
ENSMUSG00000036817	Sun1	4430	4417	3915	3803	1306	2320	1689	2524
ENSMUSG00000036819	Jmjd4	430	427	347	466	196	250	247	283
ENSMUSG00000036820	Amdhd2	416	352	352	376	112	579	187	174
ENSMUSG00000036822	Topors	994	1211	882	1241	454	1237	550	928
ENSMUSG00000036825	Ssx2ip	2123	1676	1916	2000	630	929	932	1320
ENSMUSG00000036826	Igflr1	0	0	0	0	0	3	0	0
ENSMUSG00000036832	Lpar3	0	4	1	0	0	0	0	1
ENSMUSG00000036833	Pnpla7	1821	1807	1449	1670	318	1000	418	688
ENSMUSG00000036834	Plch1	716	836	653	631	176	671	332	454
ENSMUSG00000036835	Psenen	261	372	342	308	115	565	178	445
ENSMUSG00000036840	Siah1a	240	305	141	177	122	404	190	341
ENSMUSG00000036845	Lin37	457	381	411	407	114	174	205	293
ENSMUSG00000036850	Mrpl41	205	304	219	264	144	563	184	340
ENSMUSG00000036853	Mcoln3	0	0	0	0	0	6	2	0
ENSMUSG00000036854	Hspb6	64	74	92	53	48	64	40	63
ENSMUSG00000036855	Gjd4	0	0	0	2	0	0	0	2
ENSMUSG00000036856	Wnt4	90	200	153	197	73	233	78	103
ENSMUSG00000036858	Ptcra	21	0	8	0	3	8	18	9
ENSMUSG00000036860	Mrpl55	120	186	200	113	89	223	127	137
ENSMUSG00000036862	Dchs1	113	207	136	59	60	381	123	207
ENSMUSG00000036863	Syde2	564	771	598	677	233	412	295	418
ENSMUSG00000036864	Proser3	104	170	112	182	40	79	48	79
ENSMUSG00000036867	Smad6	56	123	58	109	41	151	82	145
ENSMUSG00000036872	Abcc12	0	2	0	41	0	4	0	4
ENSMUSG00000036873	2410004B18Rik	115	146	119	153	81	267	102	122
ENSMUSG00000036875	Dna2	76	154	89	190	3	223	81	69
ENSMUSG00000036879	Phkb	1758	1714	1488	1716	543	1234	893	1413
ENSMUSG00000036880	Acaa2	1596	1523	1526	1543	562	1173	763	1069
ENSMUSG00000036882	Arhgap33	26	6	15	0	0	13	3	12
ENSMUSG00000036885	Arhgef26	3097	2942	2959	2973	922	1161	691	1905
ENSMUSG00000036887	C1qa	1699	2564	1700	4427	589	21539	1692	2642
ENSMUSG00000036890	Gtdc1	115	202	137	158	107	233	60	180
ENSMUSG00000036892	Prodh2	4	0	0	0	0	1	0	0
ENSMUSG00000036893	Ehmt1	1644	1873	1658	1758	331	1432	642	1046
ENSMUSG00000036894	Rap2b	72	118	89	118	35	267	37	135
ENSMUSG00000036896	C1qc	399	955	412	1154	276	6304	690	925
ENSMUSG00000036898	Zfp157	293	255	242	175	185	528	217	236
ENSMUSG00000036899	Trpv5	0	0	0	0	0	0	0	0
ENSMUSG00000036902	Neto2	3	9	11	43	7	94	11	17
ENSMUSG00000036904	Fzd8	184	353	157	226	127	258	148	279
ENSMUSG00000036905	C1qb	1210	1685	912	3096	343	11492	1073	1555
ENSMUSG00000036907	C1ql2	0	0	1	0	0	0	0	0
ENSMUSG00000036908	Unc93b1	600	908	614	1228	173	3129	391	488
ENSMUSG00000036912	Piwil4	2	0	6	9	0	1	5	14
ENSMUSG00000036913	Trim67	0	0	4	0	0	0	0	7
ENSMUSG00000036915	Kirrel2	287	192	225	198	33	109	135	121
ENSMUSG00000036916	Zfp280c	237	377	292	289	157	331	216	327
ENSMUSG00000036918	Ttc7	939	1296	1305	953	275	1009	339	703
ENSMUSG00000036921	Tex46	0	0	0	0	0	0	0	0
ENSMUSG00000036923	Stox1	6	17	2	0	7	23	5	7
ENSMUSG00000036924	Cst13	0	0	0	0	0	0	0	0
ENSMUSG00000036925	Mucl2	0	0	0	0	0	1	0	0
ENSMUSG00000036928	Stag3	4	22	13	18	3	18	6	10
ENSMUSG00000036931	Nfkbid	38	13	11	46	2	47	6	7
ENSMUSG00000036932	Aifm1	738	848	644	813	274	660	327	618
ENSMUSG00000036934	4921524J17Rik	189	168	134	145	75	252	110	137
ENSMUSG00000036938	Try5	109031	69505	147255	118902	79482	39407	75207	78240
ENSMUSG00000036940	Kdm1a	1108	1436	1048	1261	428	1421	637	926
ENSMUSG00000036941	Elac1	832	891	741	576	264	513	318	656
ENSMUSG00000036943	Rab8b	651	717	345	773	251	3543	461	738
ENSMUSG00000036944	Tmem71	73	88	33	67	24	208	45	48
ENSMUSG00000036948	Trappc14	333	481	357	571	62	248	115	172
ENSMUSG00000036949	Slc39a12	0	4	0	0	0	9	0	2
ENSMUSG00000036951	Aadacl2fm1	0	0	0	0	0	0	0	0
ENSMUSG00000036955	Kifbp	502	554	464	467	167	424	201	358
ENSMUSG00000036957	Lrfn3	97	106	83	118	19	78	47	113
ENSMUSG00000036958	Cst11	0	0	0	0	0	0	0	0
ENSMUSG00000036959	Bcorl1	519	681	598	690	107	400	178	337
ENSMUSG00000036960	Clca2	8	0	0	0	5	12	2	4
ENSMUSG00000036961	Wnt8b	0	2	4	11	2	0	5	6
ENSMUSG00000036962	Cfap221	0	5	1	7	0	12	2	1
ENSMUSG00000036964	Trim17	65	52	39	95	41	64	24	88
ENSMUSG00000036966	Spryd3	789	772	831	687	230	776	348	479
ENSMUSG00000036968	Cnpy4	164	219	119	255	54	652	112	177
ENSMUSG00000036972	Zic4	0	0	0	0	0	0	0	0
ENSMUSG00000036975	Tmem177	120	121	128	149	50	140	77	99
ENSMUSG00000036977	Anapc10	61	131	69	69	41	366	86	148
ENSMUSG00000036980	Taf6	358	512	447	413	163	339	161	258
ENSMUSG00000036983	Tfb1m	362	445	266	323	132	214	188	308
ENSMUSG00000036985	Zdhhc9	664	724	594	627	133	518	221	326
ENSMUSG00000036986	Pml	705	739	720	584	157	569	235	409
ENSMUSG00000036989	Trim3	811	730	580	475	153	464	204	277
ENSMUSG00000036990	Otud4	1799	2174	1454	1662	727	1930	863	1472
ENSMUSG00000036992	Nxt1	155	143	96	143	11	179	73	124
ENSMUSG00000036995	Asap3	378	694	411	602	148	465	204	270
ENSMUSG00000037001	Zfp39	123	186	190	259	67	173	67	167
ENSMUSG00000037003	Tns2	1234	1427	1435	1539	206	605	317	571
ENSMUSG00000037005	Xpnpep2	72	95	63	184	38	234	57	55
ENSMUSG00000037007	Zfp113	590	639	440	706	174	506	262	456
ENSMUSG00000037010	Apln	153	131	85	98	23	79	80	112
ENSMUSG00000037012	Hk1	453	469	397	720	123	1051	175	356
ENSMUSG00000037013	Ss18	1226	1434	894	1091	504	2147	801	1183
ENSMUSG00000037014	Sstr4	13	9	12	0	4	9	9	12
ENSMUSG00000037016	Frem2	309	428	305	373	42	231	193	241
ENSMUSG00000037017	Zscan21	510	480	417	597	101	376	190	253
ENSMUSG00000037020	Wdr62	134	93	75	131	17	119	61	9
ENSMUSG00000037022	Mmaa	389	703	363	367	180	388	272	394
ENSMUSG00000037025	Foxa2	499	711	465	388	347	598	476	597
ENSMUSG00000037028	Pramel18	0	0	0	0	0	0	0	0
ENSMUSG00000037029	Zfp146	1190	1266	1238	1004	312	1196	492	851
ENSMUSG00000037031	Tspan15	183	250	222	198	227	488	194	323
ENSMUSG00000037032	Apbb1	44	85	78	82	25	149	63	95
ENSMUSG00000037033	Clca3b	0	0	0	0	0	0	0	0
ENSMUSG00000037034	Pax1	0	1	1	7	0	23	0	5
ENSMUSG00000037035	Inhbb	65	110	40	58	35	312	71	101
ENSMUSG00000037049	Smpd1	732	687	660	501	281	695	316	454
ENSMUSG00000037053	Azgp1	102	87	553	205	85	162	102	122
ENSMUSG00000037058	Paip2	1323	1529	933	1322	1077	2705	1147	1920
ENSMUSG00000037060	Cavin3	137	218	132	293	210	1073	267	403
ENSMUSG00000037062	Sh3glb1	2528	2640	1959	2087	1410	4545	1789	3207
ENSMUSG00000037064	Gm5229	0	0	0	0	0	0	0	0
ENSMUSG00000037070	Rbmxl1	44	67	64	116	30	190	42	39
ENSMUSG00000037071	Scd1	959	844	1722	687	235	1158	408	581
ENSMUSG00000037072	Selenof	3495	4342	2931	2807	3916	10531	5477	9296
ENSMUSG00000037075	Rnf139	515	594	410	456	381	946	358	635
ENSMUSG00000037085	Trmt12	343	339	319	267	176	304	138	293
ENSMUSG00000037086	Prr32	0	0	0	0	0	0	0	0
ENSMUSG00000037089	Slc35b2	913	899	812	868	401	1084	510	733
ENSMUSG00000037095	Lrg1	59	93	102	201	7	353	51	41
ENSMUSG00000037096	Gm9762	0	0	0	0	0	0	0	0
ENSMUSG00000037098	Rab11fip3	787	877	878	980	275	495	291	380
ENSMUSG00000037101	Ttc29	0	0	0	0	0	0	0	0
ENSMUSG00000037103	Dcaf15	98	142	163	35	47	214	49	56
ENSMUSG00000037104	Socs5	710	841	653	501	155	722	410	488
ENSMUSG00000037106	Fer1l6	21	36	13	129	1	6	1	28
ENSMUSG00000037108	Zcwpw1	43	32	31	49	4	63	12	19
ENSMUSG00000037110	Ralgapa2	5384	5187	3814	3444	1422	2735	1824	3203
ENSMUSG00000037111	Setd7	1889	2274	2018	1911	752	1546	863	1566
ENSMUSG00000037112	Sik2	550	597	455	397	244	459	253	390
ENSMUSG00000037119	Fam91a1	3588	3729	2694	2559	1240	3271	1535	2213
ENSMUSG00000037124	Trim58	0	0	0	0	0	0	3	0
ENSMUSG00000037126	Psd	92	126	127	108	17	56	52	49
ENSMUSG00000037129	Tmprss13	5	4	8	76	0	6	3	3
ENSMUSG00000037130	H2-M10.6	0	0	0	15	0	0	0	0
ENSMUSG00000037134	Prmt9	734	731	574	836	258	660	335	596
ENSMUSG00000037138	Aff3	87	142	87	85	25	179	24	28
ENSMUSG00000037139	Myom3	167	185	259	254	49	67	75	182
ENSMUSG00000037140	Tas2r108	0	0	0	6	0	2	0	0
ENSMUSG00000037143	Cfap61	0	22	13	0	0	10	1	9
ENSMUSG00000037145	Lypd8l	28	32	29	175	4	391	78	63
ENSMUSG00000037148	Arhgap10	828	818	703	722	242	833	312	531
ENSMUSG00000037149	Ddx1	1901	2085	1719	2640	989	2540	1365	1907
ENSMUSG00000037151	Lrrc20	138	86	54	137	35	102	41	46
ENSMUSG00000037152	Ndufc1	277	276	211	348	219	499	314	503
ENSMUSG00000037157	Il22ra1	1896	1728	1728	1563	451	534	607	961
ENSMUSG00000037159	Wee2	0	0	1	0	0	0	4	7
ENSMUSG00000037161	Mgarp	2	4	4	0	6	116	1	1
ENSMUSG00000037166	Ppp1r14a	17	14	13	0	22	12	7	31
ENSMUSG00000037167	Spaca5	0	0	0	0	0	4	0	0
ENSMUSG00000037169	Mycn	82	228	92	66	28	229	58	73
ENSMUSG00000037171	Nodal	1	2	0	0	3	1	1	0
ENSMUSG00000037172	Dennd11	3864	3433	3176	3053	1388	1975	1810	2481
ENSMUSG00000037174	Elf2	1569	1858	1412	1455	625	2134	831	1254
ENSMUSG00000037185	Krt80	47	186	73	98	25	348	54	34
ENSMUSG00000037188	Grhl3	5	0	2	0	0	0	0	0
ENSMUSG00000037190	Cyb561d2	133	130	82	137	36	110	60	66
ENSMUSG00000037196	Pacrg	20	17	31	39	3	15	2	11
ENSMUSG00000037197	Rbm17	1259	1191	1167	1322	366	1269	524	971
ENSMUSG00000037202	Prf1	8	2	4	0	7	20	5	5
ENSMUSG00000037204	Atg101	241	342	318	453	128	394	118	235
ENSMUSG00000037206	Islr	502	775	442	763	300	1549	341	561
ENSMUSG00000037210	Fam193a	1698	1917	1668	1600	473	1045	745	1137
ENSMUSG00000037211	Spry1	291	330	194	256	71	325	114	210
ENSMUSG00000037214	Thap1	103	133	94	79	54	141	77	136
ENSMUSG00000037216	Lipt1	51	80	69	45	18	57	56	70
ENSMUSG00000037217	Syn1	33	27	19	46	8	37	10	22
ENSMUSG00000037221	Mospd3	149	142	177	307	34	48	53	79
ENSMUSG00000037224	Zfyve28	33	19	11	62	0	45	4	6
ENSMUSG00000037225	Fgf2	365	513	213	371	201	1207	252	439
ENSMUSG00000037234	Hook3	2381	3083	1980	2828	1462	4475	2091	3319
ENSMUSG00000037235	Mxd4	2796	3353	3087	2625	1031	2829	1443	1979
ENSMUSG00000037236	Matr3	2323	2740	1735	2117	1418	3838	1953	3014
ENSMUSG00000037239	Spred3	37	34	32	2	7	55	12	22
ENSMUSG00000037242	Clic4	2921	3366	2970	2795	1214	5060	2039	2575
ENSMUSG00000037243	Zfp692	261	270	248	321	33	111	114	98
ENSMUSG00000037246	H2-M10.5	0	0	0	0	0	0	0	0
ENSMUSG00000037247	Pldi	0	0	0	0	0	0	0	0
ENSMUSG00000037251	Pomk	634	558	393	503	124	480	233	356
ENSMUSG00000037253	Mex3c	1104	1386	1113	1136	445	1607	686	1000
ENSMUSG00000037254	Itih2	3226	2694	1866	1673	534	646	897	1586
ENSMUSG00000037257	Aagab	1769	2067	1935	1830	591	1686	710	1151
ENSMUSG00000037259	Dzank1	102	73	55	86	39	56	33	114
ENSMUSG00000037260	Hgsnat	518	714	551	664	211	949	323	499
ENSMUSG00000037262	Kin	292	261	203	286	76	279	62	150
ENSMUSG00000037263	Aldh3b3	0	0	0	0	0	0	0	0
ENSMUSG00000037266	Rsrp1	6186	6689	4815	6246	1922	3243	3003	3997
ENSMUSG00000037270	Bltp1	5490	6150	4366	4508	2042	4362	2805	4200
ENSMUSG00000037275	Gemin5	823	1168	944	747	259	581	362	623
ENSMUSG00000037278	Tmem97	4958	5469	6590	3978	2539	2940	3848	5791
ENSMUSG00000037279	Ovol2	93	194	158	189	75	87	90	189
ENSMUSG00000037280	Galnt6	553	556	769	846	435	366	541	635
ENSMUSG00000037286	Stag1	1852	2146	1469	1745	907	2693	1213	1730
ENSMUSG00000037287	Tbcel	1832	1898	1241	1350	498	1105	627	1123
ENSMUSG00000037295	Ldlrap1	713	642	554	608	162	447	266	286
ENSMUSG00000037296	Lsm1	248	208	147	219	84	346	136	255
ENSMUSG00000037300	Ttc13	2340	2270	2081	1794	800	1426	1239	1730
ENSMUSG00000037306	Man1c1	692	698	372	624	101	582	214	197
ENSMUSG00000037307	Banf2	13	17	11	0	25	9	13	8
ENSMUSG00000037313	Tacc3	140	137	155	166	17	298	110	106
ENSMUSG00000037315	Jade3	277	317	199	180	116	445	147	323
ENSMUSG00000037316	Bag4	474	549	340	319	361	581	416	595
ENSMUSG00000037318	Traf3ip3	72	85	39	94	21	195	49	41
ENSMUSG00000037321	Tap1	243	364	326	445	113	1016	125	258
ENSMUSG00000037325	Bbs7	96	217	66	96	36	188	58	100
ENSMUSG00000037326	Capn15	427	511	490	366	128	202	192	207
ENSMUSG00000037331	Larp1	11782	10105	13664	10377	3212	4069	5048	5649
ENSMUSG00000037334	H2-M1	0	0	0	0	0	0	0	0
ENSMUSG00000037335	Hand1	0	0	0	0	0	0	0	0
ENSMUSG00000037336	Mfsd2b	63	36	36	25	14	42	13	51
ENSMUSG00000037337	Map4k1	47	87	93	146	18	360	44	42
ENSMUSG00000037339	Fam53a	707	650	656	510	139	405	271	345
ENSMUSG00000037341	Slc9a7	165	218	110	185	117	256	84	216
ENSMUSG00000037343	Taf2	497	680	536	635	246	898	340	459
ENSMUSG00000037344	Slc12a9	258	254	171	424	70	235	113	154
ENSMUSG00000037346	Hrh4	0	0	0	0	0	0	1	0
ENSMUSG00000037347	Chst7	5	19	31	16	10	63	21	24
ENSMUSG00000037348	Paqr7	78	113	68	96	27	248	75	59
ENSMUSG00000037349	Nudt22	865	827	1057	868	201	365	368	550
ENSMUSG00000037351	Actr1b	1451	1593	1548	1425	476	1285	586	897
ENSMUSG00000037353	Letmd1	317	379	374	347	101	325	165	226
ENSMUSG00000037355	Uvssa	983	981	843	1152	253	524	414	605
ENSMUSG00000037358	Dipk2b	25	30	30	5	19	41	34	58
ENSMUSG00000037361	Sf3b6	455	573	306	306	307	1240	349	502
ENSMUSG00000037362	Ccn3	280	387	104	560	321	1271	138	204
ENSMUSG00000037363	Letm2	84	164	85	193	41	103	62	59
ENSMUSG00000037364	Srrt	1400	1555	1588	1633	326	1317	681	857
ENSMUSG00000037366	Pafah2	250	254	179	235	91	188	66	116
ENSMUSG00000037369	Kdm6a	1335	1761	819	1516	728	1871	752	1115
ENSMUSG00000037370	Enpp1	1380	1636	844	867	245	1287	363	562
ENSMUSG00000037373	Ctbp1	1823	1992	1910	1714	591	1912	907	1293
ENSMUSG00000037375	Hhat	66	96	86	96	28	139	38	67
ENSMUSG00000037376	Trmt6	389	485	581	532	172	487	247	407
ENSMUSG00000037379	Spon2	98	225	72	437	76	1024	204	229
ENSMUSG00000037386	Rims2	56	59	27	54	30	120	11	78
ENSMUSG00000037390	Muc17	0	0	0	31	0	45	0	0
ENSMUSG00000037393	Nmur2	0	0	0	0	0	0	0	0
ENSMUSG00000037395	Rcor3	1010	1127	745	742	624	937	724	978
ENSMUSG00000037400	Atp11b	2361	2599	1616	2047	1092	2767	1382	2104
ENSMUSG00000037405	Icam1	145	254	210	222	77	825	172	168
ENSMUSG00000037406	Htra4	9	14	2	8	1	45	7	28
ENSMUSG00000037408	Cnnm4	217	241	169	134	87	284	95	139
ENSMUSG00000037410	Tbc1d2b	1131	1629	1174	1602	440	2800	734	1001
ENSMUSG00000037411	Serpine1	82	69	63	131	3	139	15	30
ENSMUSG00000037415	Ranbp10	808	818	683	658	123	550	260	322
ENSMUSG00000037416	Dmxl1	2880	3550	2129	2505	1285	3986	1945	3096
ENSMUSG00000037418	Best1	45	55	35	82	10	80	14	11
ENSMUSG00000037419	Endod1	357	443	313	233	150	989	212	388
ENSMUSG00000037424	Taar9	0	0	0	0	0	0	0	0
ENSMUSG00000037426	Depdc5	634	696	495	606	195	494	258	388
ENSMUSG00000037428	Vgf	0	0	0	0	0	0	0	0
ENSMUSG00000037432	Fer1l5	55	117	92	135	31	74	63	60
ENSMUSG00000037434	Slc30a1	1402	1576	874	885	546	1196	582	1204
ENSMUSG00000037437	Adam32	6	3	12	45	1	6	1	5
ENSMUSG00000037438	Uqcrh-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000037440	Vnn1	48	50	32	53	19	132	23	49
ENSMUSG00000037443	Cep85	4072	4065	2730	5520	839	496	541	918
ENSMUSG00000037446	Tulp1	2	4	6	16	0	12	3	7
ENSMUSG00000037447	Arid5a	287	339	282	340	61	428	117	176
ENSMUSG00000037451	Slc22a20	0	0	0	0	0	0	0	0
ENSMUSG00000037455	Slc18b1	349	329	249	267	109	215	152	227
ENSMUSG00000037458	Azin1	7753	8301	5271	5053	3613	4506	4855	8852
ENSMUSG00000037461	Ints7	651	1039	706	801	137	659	325	445
ENSMUSG00000037463	Fbxo27	31	10	16	14	9	10	8	14
ENSMUSG00000037465	Klf10	547	849	519	346	261	1026	538	655
ENSMUSG00000037466	Tedc1	72	45	45	74	15	50	25	43
ENSMUSG00000037469	Acp7	0	1	9	3	0	3	2	0
ENSMUSG00000037470	Uggt1	9251	9717	8545	8544	2787	6771	4238	6203
ENSMUSG00000037474	Dtl	48	69	49	140	30	119	83	66
ENSMUSG00000037475	Thoc2	2141	2675	1594	2129	1248	3077	1593	2540
ENSMUSG00000037477	Tbx10	0	2	0	17	0	2	0	0
ENSMUSG00000037482	Erv3	0	0	0	0	0	0	0	0
ENSMUSG00000037486	Asxl2	2788	2708	2328	2654	1296	2093	1577	2483
ENSMUSG00000037487	Ubr5	8006	8849	7280	7534	1841	5279	2815	4742
ENSMUSG00000037490	Slc2a12	69	46	35	27	16	39	39	22
ENSMUSG00000037492	Zmat4	0	0	0	0	0	1	0	0
ENSMUSG00000037493	Cib2	123	129	163	240	97	162	75	150
ENSMUSG00000037499	Nenf	300	457	449	692	256	1130	331	670
ENSMUSG00000037503	Fam168b	2323	2696	2109	2497	769	3440	1072	1623
ENSMUSG00000037509	Arhgef4	197	200	220	206	45	93	74	157
ENSMUSG00000037514	Pank2	641	865	493	416	314	895	407	595
ENSMUSG00000037519	Ppfia1	3823	3580	2906	2741	784	1938	1151	1745
ENSMUSG00000037523	Mavs	838	866	774	698	231	443	339	464
ENSMUSG00000037525	Bcdin3d	189	208	184	190	36	159	107	141
ENSMUSG00000037526	Atg14	339	329	252	282	125	334	152	238
ENSMUSG00000037529	Prss40	0	0	0	0	0	0	0	0
ENSMUSG00000037531	Mrpl47	259	265	214	353	121	214	143	257
ENSMUSG00000037533	Rapgef6	1502	1663	1036	1406	516	1894	857	1212
ENSMUSG00000037535	1700021A07Rik	0	0	0	0	0	0	1	0
ENSMUSG00000037536	Fbxo34	341	281	247	398	75	323	124	178
ENSMUSG00000037537	H2-M11	0	0	0	0	0	0	0	0
ENSMUSG00000037541	Shank2	1071	1642	1225	1083	320	1114	392	937
ENSMUSG00000037542	Aldh8a1	1	9	0	15	0	1	5	0
ENSMUSG00000037544	Dlgap5	39	103	85	155	12	187	83	77
ENSMUSG00000037548	H2-DMb2	45	55	23	47	3	247	39	33
ENSMUSG00000037552	Plekhg2	152	239	214	274	47	141	77	98
ENSMUSG00000037553	Zdhhc18	210	255	175	281	70	335	151	158
ENSMUSG00000037563	Rps16	1023	1227	1698	1884	341	962	587	1012
ENSMUSG00000037568	Vash2	31	43	33	42	26	80	14	28
ENSMUSG00000037570	Mcrs1	679	512	665	421	163	564	201	314
ENSMUSG00000037572	Wdhd1	202	195	141	156	33	265	90	124
ENSMUSG00000037573	Tob1	3426	3773	3519	2992	1890	2678	2729	3820
ENSMUSG00000037577	Ephx3	5	16	24	6	2	17	7	15
ENSMUSG00000037578	Pkd2l1	0	0	1	0	0	2	0	0
ENSMUSG00000037579	Kcnh3	5	12	9	0	5	18	3	11
ENSMUSG00000037580	Gch1	372	360	233	301	187	497	253	392
